RA;ano_dados;fase;idade;genero;anos_ingresso;instituicao;pedra_atual;inde_atual;indicador_auto_avaliacao;indicador_engajamento;indicador_psicossocial;indicador_aprendizagem;indicador_ponto_virada;indicador_adequacao_nivel;indicador_psico_pedagogico;defasagem
242;2022;3;13;M;4;Privada;Topázio;8,673;9,6;9,7;5,6;8,2;8,708;10,0;8,314;0
243;2022;3;15;F;0;Pública;Ágata;6,982;7,1;8,7;5,0;6,0;7,875;5,0;7,57;-2
244;2022;3;12;F;4;Privada;Topázio;8,51;7,5;9,4;6,3;7,8;9,208;10,0;8,484;0
245;2022;3;14;M;6;Privada;Topázio;8,656;10,0;9,9;7,5;8,4;9,25;5,0;8,96;-1
246;2022;3;13;M;0;Pública;Topázio;8,639;8,3;9,4;7,5;7,6;9,167;10,0;8,256;0
247;2022;3;13;F;1;Pública;Ametista;7,72;8,3;8,2;7,5;5,8;7,875;10,0;7,65;0
248;2022;3;13;M;0;Pública;Ametista;7,429;9,2;7,6;7,5;5,2;7,292;10,0;7,406;0
249;2022;3;14;M;5;Pública;Quartzo;5,097;6,7;7,4;5,0;2,9;4,292;5,0;5,086;-1
250;2022;3;12;F;0;Pública;Ametista;7,958;8,3;8,6;7,5;6,6;7,625;10,0;8,13;0
251;2022;3;15;M;4;Pública;Ágata;7,022;10,0;8,1;5,6;6,3;6,625;5,0;7,57;-2
252;2022;3;14;M;4;Pública;Quartzo;4,277;9,2;2,8;7,5;0,9;3,875;5,0;5,92;-1
253;2022;3;15;M;3;Pública;Quartzo;4,312;9,2;3,6;5,0;1,8;3,75;5,0;5,62;-2
254;2022;3;14;M;3;Pública;Ágata;6,715;10,0;7,4;5,6;5,3;6,917;5,0;7,316;-1
255;2022;3;14;M;3;Pública;Quartzo;4,563;7,5;3,8;5,0;1,3;5,542;5,0;6,846;-1
256;2022;3;12;F;3;Pública;Ametista;7,192;8,8;8,5;5,0;5,2;6,708;10,0;7,304;0
257;2022;3;14;F;4;Pública;Quartzo;5,149;0,0;6,4;5,6;3,6;6,708;5,0;7,474;-1
258;2022;3;12;F;4;Pública;Ágata;6,926;10,0;7,3;5,6;4,8;6,125;10,0;7,21;0
259;2022;3;16;M;5;Pública;Quartzo;4,182;8,8;2,9;7,5;0,9;4,625;2,5;6,17;-3
260;2022;3;13;F;3;Pública;Ametista;7,44;10,0;8,2;7,5;5,0;6,458;10,0;7,584;0
261;2022;3;14;F;3;Pública;Ágata;6,763;8,8;7,2;5,6;5,8;7,042;5,0;8,146;-1
262;2022;3;15;M;1;Pública;Quartzo;4,786;0,0;5,8;5,6;3,4;5,625;5,0;7,61;-2
263;2022;3;15;F;3;Pública;Quartzo;5,319;5,8;5,6;7,5;3,7;4,417;5,0;7,456;-2
264;2022;3;15;F;0;Pública;Ametista;7,087;10,0;9,2;5,6;5,8;6,625;5,0;7,02;-2
265;2022;3;13;M;3;Pública;Ametista;7,926;8,3;7,7;7,5;6,9;7,917;10,0;8,426;0
266;2022;3;16;F;3;Pública;Quartzo;5,987;7,5;5,8;5,6;6,0;6,583;2,5;7,504;-3
267;2022;3;15;F;6;Pública;Ágata;6,012;10,0;7,4;5,0;3,3;6,292;5,0;6,136;-2
268;2022;3;14;F;1;Pública;Ágata;6,695;9,2;6,7;6,3;5,7;7,208;5,0;7,234;-1
269;2022;3;13;M;0;Pública;Topázio;8,231;9,2;8,6;6,3;8,9;7,25;10,0;7,31;0
270;2022;3;13;F;3;Privada;Topázio;8,226;8,3;8,4;6,9;7,9;8,125;10,0;8,21;0
271;2022;3;15;F;0;Pública;Ametista;7,255;9,2;8,5;5,6;7,1;6,958;5,0;7,634;-2
272;2022;3;14;M;1;Pública;Ágata;6,361;9,2;5,7;7,5;5,1;6,417;5,0;7,476;-1
273;2022;3;14;F;4;Pública;Quartzo;5,679;9,2;5,3;7,5;3,0;5,833;5,0;6,824;-1
274;2022;3;11;F;3;Privada;Ametista;7,946;7,9;8,3;7,5;8,1;7,0;10,0;7,26;1
275;2022;3;15;M;4;Pública;Ágata;6,665;9,6;6,9;7,5;4,6;6,667;5,0;8,216;-2
276;2022;3;14;F;5;Pública;Quartzo;5,527;7,1;5,7;5,6;4,3;5,125;5,0;7,32;-1
277;2022;3;14;M;1;Pública;Ametista;7,411;7,1;8,8;7,5;7,4;7,208;5,0;7,694;-1
278;2022;3;12;M;4;Privada;Ametista;7,741;8,8;9,2;5,6;6,0;7,417;10,0;7,776;0
279;2022;3;13;M;3;Privada;Topázio;8,815;9,2;9,9;6,3;9,1;8,208;10,0;8,234;0
280;2022;3;13;F;1;Privada;Ametista;8,046;7,5;9,2;7,5;7,1;7,333;10,0;8,194;0
281;2022;3;13;F;3;Pública;Ágata;6,806;6,7;6,9;7,5;5,9;5,625;10,0;7,01;0
282;2022;3;13;F;3;Pública;Ágata;6,618;8,8;6,8;7,5;4,0;5,625;10,0;7,03;0
283;2022;3;14;M;2;Pública;Ametista;7,131;9,6;8,8;7,5;5,6;6,625;5,0;7,16;-1
284;2022;3;13;M;0;Pública;Quartzo;5,939;6,7;5,1;5,6;3,8;5,958;10,0;7,374;0
285;2022;3;16;F;2;Pública;Quartzo;5,063;9,2;4,1;7,5;2,8;5,75;2,5;6,13;-3
286;2022;3;15;F;0;Pública;Quartzo;5,424;7,1;5,8;6,3;3,0;5,625;5,0;6,99;-2
287;2022;3;17;F;0;Pública;Quartzo;3,7;7,9;3,4;5,0;1,1;4,292;2,5;4,016;-4
288;2022;3;16;F;0;Pública;Quartzo;4,097;0,0;5,6;6,3;0,0;6,833;2,5;7,304;-3
289;2022;3;14;F;2;Pública;Ágata;6,236;0,0;7,8;6,3;6,8;7,25;5,0;7,36;-1
290;2022;3;17;F;0;Pública;Quartzo;4,929;10,0;3,9;6,3;1,7;6,042;2,5;7,206;-4
291;2022;3;13;M;0;Pública;Topázio;8,122;8,3;8,2;6,9;8,0;7,792;10,0;8,036;0
292;2022;3;16;M;0;Pública;Quartzo;4,837;7,9;3,7;7,5;1,8;6,292;2,5;6,886;-3
293;2022;3;13;M;0;Pública;Quartzo;4,875;8,8;2,9;7,5;2,3;3,333;10,0;5,384;0
294;2022;3;18;F;0;Pública;Quartzo;5,031;9,6;5,8;7,5;0,0;5,917;2,5;7,276;-5
295;2022;3;14;F;0;Pública;Ametista;7,305;7,9;8,0;7,5;6,9;7,375;5,0;8,1;-1
296;2022;3;15;F;0;Pública;Quartzo;4,665;8,8;3,6;7,5;2,8;3,833;5,0;4,884;-2
297;2022;3;13;F;0;Pública;Ametista;7,478;7,1;7,9;6,3;6,6;7,417;10,0;7,546;0
298;2022;3;13;M;3;Pública;Ágata;6,409;9,2;6,3;5,6;5,2;5,417;10,0;5,456;0
299;2022;3;13;F;3;Privada;Ametista;7,278;7,1;8,2;5,0;6,8;6,708;10,0;7,264;0
300;2022;3;14;M;0;Pública;Quartzo;5,557;5,4;6,9;6,3;3,1;5,875;5,0;7,12;-1
301;2022;3;13;F;3;Pública;Ágata;6,802;8,8;5,8;5,6;6,3;6,042;10,0;7,336;0
302;2022;3;16;M;0;Pública;Ágata;6,334;9,2;7,7;6,9;4,8;6,208;2,5;7,324;-3
303;2022;3;14;M;3;Pública;Ágata;6,03;7,5;7,2;7,5;3,9;5,375;5,0;7,35;-1
304;2022;3;15;M;2;Pública;Ágata;6,355;8,8;7,7;7,5;4,3;5,542;5,0;7,166;-2
305;2022;3;14;M;3;Pública;Ágata;6,058;7,9;6,6;7,5;4,8;5,208;5,0;6,964;-1
306;2022;3;14;F;1;Pública;Ágata;6,427;8,3;6,8;7,5;5,2;5,958;5,0;7,554;-1
307;2022;3;14;M;0;Pública;Quartzo;4,733;5,4;4,5;7,5;2,5;4,708;5,0;6,014;-1
308;2022;3;13;M;3;Pública;Ágata;6,93;7,9;7,4;6,9;5,0;6,167;10,0;7,366;0
309;2022;3;14;F;0;Pública;Ágata;6,151;9,2;5,2;7,5;6,5;5,083;5,0;6,244;-1
310;2022;3;15;F;0;Pública;Ágata;6,4;7,9;7,5;7,5;4,5;6,0;5,0;7,6;-2
311;2022;3;16;F;0;Pública;Quartzo;5,652;7,9;5,6;5,0;5,2;6,222;2,5;7,076;-3
312;2022;3;13;F;0;Pública;Ametista;7,339;9,6;8,1;7,5;5,2;6,167;10,0;7,356;0
313;2022;3;14;F;0;Pública;Quartzo;5,8;7,5;7,0;5,0;4,1;5,889;5,0;6,522;-1
314;2022;3;13;F;0;Pública;Ágata;6,1;5,4;5,4;5,0;5,3;6,0;10,0;7,2;0
315;2022;3;13;F;0;Pública;Quartzo;5,672;6,7;5,1;7,5;3,0;5,056;10,0;6,208;0
316;2022;3;14;F;0;Pública;Ametista;7,889;10,0;10,0;6,9;6,1;8,389;5,0;8,012;-1
317;2022;3;13;M;1;Pública;Ametista;7,04;8,8;5,6;7,5;6,8;5,944;10,0;7,412;0
318;2022;3;14;F;3;Pública;Ágata;6,527;8,3;6,9;6,9;5,8;6,111;5,0;7,448;-1
319;2022;3;13;M;0;Pública;Ametista;7,448;9,2;7,7;7,5;5,2;7,5;10,0;6,98;0
320;2022;3;14;F;0;Pública;Ametista;7,897;8,8;10,0;6,9;6,4;8,667;5,0;8,136;-1
321;2022;3;12;F;0;Pública;Ametista;7,792;9,2;9,1;5,6;5,2;8,278;10,0;7,964;0
322;2022;3;13;F;0;Pública;Ágata;6,859;7,1;8,1;5,0;4,7;6,778;10,0;7,334;0
323;2022;3;13;M;0;Pública;Ágata;6,86;9,2;7,3;7,5;3,4;6,611;10,0;7,278;0
324;2022;2;10;F;0;Pública;Topázio;8,27;10,0;9,3;6,9;6,8;8,611;10,0;6,378;0
325;2022;2;10;M;0;Pública;Ametista;7,619;9,5;6,8;7,5;6,0;8,444;10,0;6,702;0
326;2022;2;12;F;0;Pública;Topázio;8,22;10,0;9,7;5,0;9,0;8,944;5,0;6,912;-1
327;2022;2;11;M;1;Pública;Ágata;6,986;8,5;8,8;7,5;2,8;7,333;10,0;5,994;0
328;2022;2;12;M;2;Pública;Ágata;6,823;10,0;7,0;7,5;5,3;7,5;5,0;6,13;-1
329;2022;2;11;M;3;Pública;Ágata;6,313;7,4;6,9;4,4;5,0;5,778;10,0;5,974;0
330;2022;2;14;F;4;Pública;Ágata;6,446;9,5;8,8;7,5;2,5;7,056;5,0;5,748;-2
331;2022;2;12;F;3;Pública;Ágata;6,636;9,0;8,7;7,5;3,7;6,944;5,0;6,172;-1
332;2022;2;13;M;5;Privada;Ametista;7,883;9,5;9,0;8,1;7,5;8,5;5,0;6,23;-1
333;2022;2;14;M;4;Privada;Quartzo;5,249;8,0;5,8;3,8;2,9;6,722;5,0;4,846;-2
334;2022;2;11;F;3;Privada;Ametista;7,961;6,9;9,2;4,4;8,0;8,722;10,0;6,466;0
335;2022;2;10;M;0;Pública;Ametista;7,902;9,5;9,4;7,5;7,4;6,833;10,0;4,754;0
336;2022;2;13;M;6;Pública;Ágata;6,787;9,5;8,5;4,4;5,1;7,889;5,0;5,992;-1
337;2022;2;11;M;0;Pública;Ametista;7,914;10,0;9,3;7,5;5,8;7,611;10,0;6,218;0
338;2022;2;12;M;3;Pública;Ágata;6,837;8,5;7,3;7,5;5,8;7,611;5,0;5,948;-1
339;2022;2;11;F;3;Pública;Topázio;8,488;6,9;9,9;7,5;8,1;8,889;10,0;6,702;0
340;2022;2;11;M;5;Pública;Ametista;7,721;9,0;8,2;7,5;6,5;7,667;10,0;5,976;0
341;2022;2;12;M;0;Pública;Ágata;6,854;8,0;7,7;7,5;5,8;7,5;5,0;6,04;-1
342;2022;2;14;F;1;Pública;Ágata;6,941;9,0;6,7;7,5;6,6;7,5;5,0;6,31;-2
343;2022;2;14;M;2;Pública;Ágata;6,9;9,5;7,4;7,5;5,9;7,167;5,0;6,066;-2
344;2022;2;11;M;3;Pública;Ametista;7,263;8,5;8,3;7,5;4,5;7,5;10,0;6,03;0
345;2022;2;13;M;1;Pública;Quartzo;5,75;9,5;5,4;5,6;3,6;6,667;5,0;6,066;-1
346;2022;2;10;M;0;Pública;Topázio;8,143;10,0;9,1;7,5;7,0;7,889;10,0;5,952;0
347;2022;2;12;F;3;Pública;Ametista;7,908;9,0;10,0;5,6;8,5;8,0;5,0;6,48;-1
348;2022;2;12;M;0;Pública;Quartzo;5,864;9,0;8,7;7,5;1,8;5,833;5,0;4,474;-1
349;2022;2;12;M;1;Pública;Quartzo;5,658;9,5;7,7;7,5;3,7;3,944;5,0;3,892;-1
350;2022;2;11;F;0;Pública;Topázio;8,206;10,0;8,8;7,5;6,5;8,611;10,0;6,738;0
351;2022;2;14;M;0;Pública;Ágata;6,622;9,0;7,2;7,5;4,0;8,111;5,0;6,098;-2
352;2022;2;11;M;3;Pública;Ametista;7,834;9,0;8,1;5,6;7,0;8,389;10,0;6,762;0
353;2022;2;11;F;0;Pública;Topázio;8,264;7,0;10,0;7,5;7,5;8,444;10,0;6,252;0
354;2022;2;13;F;4;Pública;Quartzo;5,858;8,5;4,3;7,5;4,5;7,333;5,0;5,314;-1
355;2022;2;12;F;4;Pública;Quartzo;5,379;5,8;5,0;7,5;4,5;6,056;5,0;4,378;-1
356;2022;2;12;M;3;Pública;Ágata;6,69;10,0;8,4;5,0;4,6;8,278;5,0;4,344;-1
357;2022;2;12;M;0;Pública;Ametista;7,836;8,0;9,6;7,5;8,5;7,778;5,0;6,104;-1
358;2022;2;13;M;0;Pública;Quartzo;5,412;7,5;6,5;7,5;0,0;7,556;5,0;6,008;-1
359;2022;2;12;F;3;Pública;Ágata;6,606;9,0;7,0;7,5;4,6;7,5;5,0;6,36;-1
360;2022;2;12;F;3;Pública;Ametista;7,075;9,5;8,5;7,5;5,2;7,5;5,0;6,35;-1
361;2022;2;13;F;0;Pública;Ágata;6,731;7,9;9,2;6,3;5,0;6,778;5,0;6,154;-1
362;2022;2;12;F;4;Pública;Ametista;7,413;8,5;7,9;7,5;7,9;7,5;5,0;6,53;-1
363;2022;2;12;M;0;Pública;Ágata;6,644;10,0;10,0;6,9;2,0;7,056;5,0;6,428;-1
364;2022;2;11;M;3;Pública;Topázio;8,75;9,5;10,0;7,5;8,8;8,167;10,0;6,566;0
365;2022;2;10;F;0;Pública;Topázio;8,063;8,0;10,0;5,0;7,8;7,833;10,0;6,364;0
366;2022;2;12;M;0;Pública;Ametista;7,181;9,5;9,4;7,5;5,5;6,833;5,0;6,344;-1
367;2022;2;12;F;4;Pública;Ágata;6,95;8,5;7,4;6,3;6,7;7,5;5,0;6,5;-1
368;2022;2;13;M;4;Privada;Ágata;6,969;8,0;7,9;5,0;7,3;7,5;5,0;6,29;-1
369;2022;2;11;M;0;Pública;Ágata;6,973;9,0;6,9;7,5;4,8;6,889;10,0;6,052;0
370;2022;2;12;F;4;Privada;Ametista;7,066;8,5;8,2;5,0;7,2;7,611;5,0;6,138;-1
371;2022;2;10;F;0;Pública;Topázio;8,112;9,5;8,0;6,9;8,4;7,667;10,0;6,586;0
372;2022;2;10;M;1;Pública;Ametista;7,304;8,5;5,5;6,9;7,8;7,389;10,0;6,262;0
373;2022;2;11;M;0;Pública;Ametista;7,503;6,4;9,5;5,0;7,3;6,944;10,0;6,142;0
374;2022;2;12;F;1;Pública;Ametista;7,747;9,0;9,8;7,5;6,9;7,944;5,0;6,682;-1
375;2022;2;11;M;3;Pública;Ametista;7,831;9,0;9,5;7,5;5,4;7,667;10,0;6,676;0
376;2022;2;12;F;3;Pública;Ágata;6,957;9,0;9,0;7,5;4,3;7,5;5,0;6,47;-1
377;2022;2;12;F;1;Pública;Ágata;6,743;9,0;7,7;5,6;6,2;6,833;5,0;6,364;-1
378;2022;2;12;M;1;Pública;Ametista;7,203;9,0;6,8;5,6;8,1;7,889;5,0;6,852;-1
379;2022;2;13;F;0;Pública;Ágata;6,722;8,5;8,1;7,5;5,0;6,778;5,0;6,464;-1
380;2022;2;13;M;5;Pública;Quartzo;4,556;7,9;4,4;5,0;2,5;4,833;5,0;4,194;-1
381;2022;2;13;M;4;Pública;Ágata;6,454;9,0;8,3;6,9;3,3;6,944;5,0;6,552;-1
382;2022;2;14;M;5;Pública;Ágata;6,777;9,0;7,7;6,3;5,4;7,333;5,0;6,604;-2
383;2022;2;11;M;3;Pública;Topázio;8,4;9,0;9,6;7,5;8,1;7,778;10,0;6,544;0
384;2022;2;12;F;5;Pública;Ametista;7,558;9,0;8,4;6,3;8,1;8,0;5,0;6,28;-1
385;2022;2;12;F;0;Pública;Ágata;6,083;7,4;7,5;5,0;4,9;6,5;5,0;5,63;-1
386;2022;2;13;M;3;Pública;Ágata;6,104;10,0;5,9;5,6;4,0;7,222;5,0;6,196;-1
387;2022;2;13;M;3;Pública;Ágata;6,323;7,0;8,2;7,5;3,7;6,833;5,0;6,264;-1
388;2022;2;14;F;3;Pública;Ágata;6,654;7,9;8,5;5,6;4,5;7,722;5,0;6,596;-2
389;2022;2;11;M;3;Pública;Ametista;7,184;8,0;8,9;7,5;3,5;7,556;10,0;6,428;0
390;2022;2;12;F;0;Pública;Ágata;6,776;7,4;8,8;6,3;4,7;7,722;5,0;6,616;-1
391;2022;2;12;F;0;Pública;Ametista;7,117;10,0;8,1;7,5;5,1;8,056;5,0;6,158;-1
392;2022;2;14;M;0;Pública;Ágata;6,418;9,5;8,8;5,6;4,8;6,778;5,0;3,324;-2
393;2022;2;16;F;4;Pública;Quartzo;5,518;10,0;5,4;5,0;4,6;6,778;2,5;4,124;-4
394;2022;2;11;F;0;Pública;Ametista;7,897;9,5;8,6;7,5;5,9;8,444;10,0;6,082;0
395;2022;2;11;F;4;Pública;Ametista;7,683;9,0;8,9;7,5;4,9;8,333;10,0;6,064;0
396;2022;2;12;M;0;Pública;Ágata;6,556;9,0;8,0;6,3;5,6;6,556;5,0;4,948;-1
397;2022;2;14;F;5;Pública;Quartzo;5,852;9,0;5,7;6,9;2,8;7,167;5,0;6,286;-2
398;2022;2;10;F;0;Pública;Ametista;7,742;9,0;9,3;7,5;5,5;7,5;10,0;6,32;0
399;2022;2;12;F;0;Pública;Ágata;6,58;6,8;9,3;5,6;4,3;7,5;5,0;6,2;-1
400;2022;2;14;M;4;Pública;Ágata;6,042;9,0;8,5;5,0;1,7;7,444;5,0;6,132;-2
401;2022;2;12;F;1;Pública;Ágata;6,645;6,9;9,6;7,5;4,3;6,722;5,0;5,806;-1
402;2022;2;12;F;3;Pública;Quartzo;5,261;9,0;3,7;5,0;3,0;7,222;5,0;5,766;-1
403;2022;2;12;M;2;Pública;Ametista;7,455;9,5;9,3;7,5;6,3;7,5;5,0;6,35;-1
404;2022;2;12;F;2;Pública;Ágata;6,658;9,0;7,3;7,5;5,3;6,944;5,0;5,992;-1
405;2022;2;13;M;6;Pública;Quartzo;5,661;9,5;6,2;5,0;3,3;6,0;5,0;6,11;-1
406;2022;2;13;F;3;Pública;Ametista;7,496;9,5;9,5;7,5;6,6;7,333;5,0;6,094;-1
407;2022;2;13;M;0;Pública;Ametista;7,195;8,5;9,3;7,5;6,0;7,056;5,0;6,238;-1
408;2022;2;12;F;0;Pública;Ágata;6,725;8,0;9,7;7,5;3,3;7,333;5,0;6,084;-1
409;2022;2;11;F;0;Pública;Topázio;8,15;7,9;9,7;7,5;7,8;7,5;10,0;6,1;0
410;2022;2;14;M;4;Pública;Quartzo;5,675;7,4;6,5;6,3;2,0;7,444;5,0;6,162;-2
411;2022;2;12;F;3;Pública;Ametista;7,232;6,4;8,6;7,5;7,1;7,833;5,0;6,354;-1
412;2022;2;12;F;4;Pública;Ametista;7,556;8,5;9,0;7,5;7,3;7,778;5,0;6,404;-1
413;2022;2;12;F;0;Pública;Ágata;6,408;6,4;8,7;5,6;4,7;7,056;5,0;6,168;-1
414;2022;2;12;F;1;Pública;Ametista;7,284;8,0;9,3;7,5;5,9;7,667;5,0;6,606;-1
415;2022;2;11;F;3;Pública;Ametista;7,695;8,0;8,3;7,5;6,2;8,056;10,0;6,338;0
416;2022;2;12;M;4;Privada;Ametista;7,913;9,5;9,3;8,8;7,2;8,222;5,0;6,386;-1
417;2022;2;13;F;0;Pública;Topázio;8,428;10,0;10,0;7,5;8,0;9,556;5,0;6,668;-1
418;2022;2;10;F;2;Privada;Topázio;8,175;8,0;9,4;7,5;7,5;8,222;10,0;6,006;0
419;2022;2;12;F;3;Privada;Ametista;7,359;7,5;9,2;5,6;6,9;8,389;5,0;6,512;-1
420;2022;2;11;F;3;Privada;Ametista;7,461;9,5;9,0;5,6;4,5;8,0;10,0;6,51;0
421;2022;2;11;M;1;Pública;Topázio;8,717;8,5;9,3;7,5;8,8;9,111;10,0;6,748;0
422;2022;2;12;M;0;Pública;Ágata;6,746;8,5;10,0;7,5;2,5;7,5;5,0;6,46;-1
423;2022;2;12;F;0;Pública;Ágata;6,647;8,4;9,6;7,5;2,3;7,667;5,0;6,436;-1
424;2022;2;12;F;0;Pública;Ametista;7,94;9,0;10,0;7,5;7,5;8,222;5,0;6,456;-1
425;2022;2;12;M;0;Pública;Topázio;8,117;9,0;10,0;7,5;9,0;7,5;5,0;6,67;-1
426;2022;2;14;F;0;Pública;Ágata;6,35;9,0;6,5;7,5;4,6;7,111;5,0;5,578;-2
427;2022;2;13;M;0;Pública;Ágata;6,245;8,0;8,5;7,5;2,5;6,778;5,0;6,394;-1
428;2022;2;13;M;0;Pública;Ametista;7,683;6,8;8,7;7,5;9,5;7,111;5,0;6,908;-1
429;2022;2;13;M;3;Pública;Quartzo;5,811;10,0;5,3;7,5;2,7;6,611;5,0;6,388;-1
430;2022;2;13;M;0;Pública;Ametista;7,585;9,5;8,6;7,5;8,5;6,611;5,0;6,428;-1
431;2022;2;11;M;0;Pública;Ametista;7,175;9,0;8,1;7,5;4,5;6,778;10,0;6,494;0
432;2022;2;14;F;3;Pública;Ágata;6,34;10,0;6,8;5,0;5,1;6,611;5,0;6,378;-2
433;2022;2;12;M;0;Pública;Quartzo;5,557;8,5;7,3;5,0;2,6;5,778;5,0;5,714;-1
434;2022;2;11;M;0;Pública;Ametista;7,403;9,0;8,1;7,5;5,7;6,778;10,0;6,374;0
435;2022;2;10;F;0;Pública;Ágata;6,599;7,9;6,2;7,5;4,7;6,444;10,0;5,902;0
436;2022;2;11;M;0;Pública;Ágata;6,687;9,5;8,1;7,5;2,0;6,611;10,0;6,448;0
437;2022;2;13;M;0;Pública;Ágata;6,875;8,5;8,3;7,5;5,8;6,611;5,0;6,328;-1
438;2022;2;10;M;0;Pública;Ametista;7,764;8,0;8,7;7,5;7,3;6,889;10,0;6,362;0
439;2022;2;12;M;0;Pública;Quartzo;5,519;9,0;4,9;7,5;2,3;6,5;5,0;6,29;-1
440;2022;2;11;M;0;Pública;Ametista;7,329;9,5;9,0;6,9;5,5;5,833;10,0;6,224;0
441;2022;2;11;F;3;Pública;Topázio;8,188;9,0;7,9;7,5;8,0;8,333;10,0;6,914;0
442;2022;2;11;F;0;Pública;Topázio;8,226;10,0;8,2;7,5;7,5;8,222;10,0;6,916;0
443;2022;2;13;F;3;Pública;Ametista;7,482;9,0;9,1;7,5;5,6;8,5;5,0;6,92;-1
444;2022;2;11;M;4;Pública;Ágata;6,665;9,0;7,2;5,0;3,1;7,778;10,0;6,494;0
445;2022;2;12;M;0;Pública;Ágata;6,924;9,0;9,4;7,5;3,8;7,5;5,0;6,34;-1
446;2022;2;13;F;4;Pública;Ametista;7,367;9,5;8,9;5,0;6,9;7,889;5,0;6,792;-1
447;2022;2;10;F;0;Pública;Quartzo;5,607;0,0;7,0;7,5;3,5;5,556;10,0;6,458;0
448;2022;2;11;F;0;Pública;Ametista;7,972;9,0;9,7;7,5;5,5;8,111;10,0;6,598;0
449;2022;2;12;F;0;Pública;Ágata;6,143;0,0;6,0;7,5;7,0;8,111;5,0;6,708;-1
450;2022;2;13;M;1;Pública;Ametista;7,843;10,0;9,1;7,5;7,5;8,111;5,0;6,508;-1
451;2022;2;13;F;3;Pública;Ágata;6,434;9,0;6,0;6,3;6,1;6,889;5,0;6,062;-1
452;2022;2;13;F;1;Pública;Ágata;6,287;9,0;5,6;7,5;4,8;7,167;5,0;6,236;-1
453;2022;2;13;F;0;Pública;Ametista;7,845;9,0;8,7;7,5;8,8;7,778;5,0;6,394;-1
454;2022;2;14;M;4;Pública;Quartzo;5,561;9,5;8,6;5,0;2,3;5,444;5,0;3,422;-2
455;2022;2;12;F;0;Pública;Ágata;6,876;7,0;7,9;7,5;6,3;7,278;5,0;6,304;-1
456;2022;2;12;F;0;Pública;Ametista;7,193;6,4;8,2;6,3;7,3;8,389;5,0;6,452;-1
457;2022;2;12;F;0;Pública;Ametista;7,68;8,0;8,8;7,5;8,5;7,667;5,0;6,366;-1
458;2022;2;13;M;3;Pública;Ágata;6,512;8,0;7,7;7,5;5,6;5,833;5,0;6,354;-1
459;2022;2;12;M;3;Pública;Ametista;7,28;7,0;9,1;8,1;7,3;7,222;5,0;5,456;-1
460;2022;2;12;M;0;Pública;Quartzo;5,711;6,8;8,1;7,5;3,3;5,056;5,0;4,898;-1
461;2022;2;12;F;4;Pública;Quartzo;5,451;0,0;6,7;7,5;3,8;7,222;5,0;6,566;-1
462;2022;2;14;M;0;Pública;Ágata;6,626;10,0;8,5;7,5;3,6;6,778;5,0;6,004;-2
463;2022;2;12;F;2;Pública;Ágata;6,41;10,0;7,8;7,5;2,5;7,389;5,0;6,222;-1
464;2022;2;13;F;0;Pública;Ágata;6,745;7,5;8,0;7,5;4,8;7,722;5,0;6,406;-1
465;2022;2;11;M;3;Pública;Ametista;8,012;8,0;7,9;7,5;7,8;8,444;10,0;6,332;0
466;2022;2;13;M;0;Pública;Ágata;6,826;8,5;9,7;7,5;3,3;7,556;5,0;6,148;-1
467;2022;2;13;F;0;Pública;Ágata;6,38;5,8;8,4;5,0;5,5;7,111;5,0;5,978;-1
468;2022;2;13;M;0;Pública;Ágata;6,313;9,5;6,7;7,5;4,1;6,722;5,0;6,086;-1
469;2022;2;11;F;0;Pública;Ametista;7,624;9,0;9,6;5,0;5,7;7,833;10,0;5,974;0
470;2022;2;13;F;3;Pública;Ametista;7,378;8,0;9,7;7,5;6,3;7,5;5,0;6,28;-1
471;2022;2;13;F;2;Pública;Ágata;6,535;3,5;8,5;5,0;6,3;8,056;5,0;6,138;-1
472;2022;2;12;F;0;Pública;Quartzo;5,93;9,0;7,0;7,5;2,0;7,056;5,0;5,688;-1
473;2022;2;12;M;3;Pública;Quartzo;5,915;8,0;6,1;7,5;4,3;5,889;5,0;6,072;-1
474;2022;2;13;M;3;Pública;Ágata;6,446;9,5;9,1;7,5;3,0;6,0;5,0;6,26;-1
475;2022;2;12;F;0;Pública;Ametista;7,199;8,5;9,2;7,5;5,8;7,667;5,0;5,656;-1
476;2022;2;12;F;3;Pública;Ágata;6,931;9,0;9,3;4,4;5,5;7,556;5,0;6,198;-1
477;2022;2;13;M;0;Pública;Quartzo;3,633;0,0;5,0;5,6;0,7;4,5;5,0;5,33;-1
478;2022;2;12;F;3;Pública;Ágata;6,709;8,5;9,1;5,6;4,9;7,056;5,0;5,878;-1
479;2022;1;10;M;2;Privada;Topázio;8,465;8,0;9,2;7,5;9,8;9,5;5,0;7,15;-1
480;2022;1;10;F;1;Pública;Ametista;7,502;9,0;8,8;7,5;6,3;8,444;5,0;6,432;-1
481;2022;1;9;M;1;Pública;Ametista;7,21;9,0;8,0;7,5;5,2;6,889;10,0;5,422;0
482;2022;1;11;M;1;Pública;Ágata;6,866;10,0;7,9;7,5;5,5;6,833;5,0;5,694;-1
483;2022;1;11;F;3;Pública;Quartzo;5,263;9,0;4,8;5,0;2,4;6,833;5,0;5,564;-1
484;2022;1;11;M;0;Pública;Ágata;6,71;9,5;8,7;5,0;6,5;6,389;5,0;4,422;-1
